16:32:49,564 graphrag.cli.index INFO Logging enabled at C:\Users\johan\OneDrive\Desktop\Test\GraphRAG\logs\indexing-engine.log
16:32:52,339 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 401 Unauthorized"
16:34:04,117 graphrag.cli.index INFO Logging enabled at C:\Users\johan\OneDrive\Desktop\Test\GraphRAG\logs\indexing-engine.log
16:34:05,846 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:34:05,847 openai._base_client INFO Retrying request to /chat/completions in 0.467795 seconds
16:34:06,464 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:34:06,465 openai._base_client INFO Retrying request to /chat/completions in 0.993071 seconds
16:34:07,597 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:34:07,597 openai._base_client INFO Retrying request to /chat/completions in 1.538895 seconds
16:34:09,278 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:34:09,278 openai._base_client INFO Retrying request to /chat/completions in 3.231303 seconds
16:34:12,666 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:34:12,667 openai._base_client INFO Retrying request to /chat/completions in 7.164560 seconds
16:34:20,37 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:34:20,37 openai._base_client INFO Retrying request to /chat/completions in 7.920232 seconds
16:34:28,137 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:34:28,137 openai._base_client INFO Retrying request to /chat/completions in 6.248856 seconds
16:34:34,574 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:34:34,574 openai._base_client INFO Retrying request to /chat/completions in 6.770418 seconds
16:34:41,525 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:34:41,526 openai._base_client INFO Retrying request to /chat/completions in 6.336858 seconds
16:34:48,70 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:34:48,70 openai._base_client INFO Retrying request to /chat/completions in 7.729878 seconds
16:34:55,990 httpx INFO HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
16:37:37,838 graphrag.cli.index INFO Logging enabled at C:\Users\johan\OneDrive\Desktop\Test\GraphRAG\logs\indexing-engine.log
